,Title,Description,Link,Source
10,Network and Computer Security,"6.857 Network and Computer Security is an upper-level undergraduate, first-year graduate course on network and computer security. It fits within the Computer Systems and Architecture Engineering concentration.",https://ocw.mit.edu/courses/6-857-network-and-computer-security-spring-2014/,MIT OpenCourseware
11,Theory of Computation,"This course emphasizes computability and computational complexity theory. Topics include regular and context-free languages, decidable and undecidable problems, reducibility, recursive function theory, time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems.",https://ocw.mit.edu/courses/18-404j-theory-of-computation-fall-2020/,MIT OpenCourseware
12,Parallel Computing,"This is an advanced interdisciplinary introduction to applied parallel computing on modern supercomputers. It has a hands-on emphasis on understanding the realities and myths of what is possible on the world’s fastest machines. We will make prominent use of the Julia Language, a free, open-source, high-performance dynamic programming language for technical computing.",https://ocw.mit.edu/courses/18-337j-parallel-computing-fall-2011/,MIT OpenCourseware
13,Computation Structures,"This course introduces architecture of digital systems, emphasizing structural principles common to a wide range of technologies. It covers the topics including multilevel implementation strategies, definition of new primitives (e.g., gates, instructions, procedures, processes) and their mechanization using lower-level elements. It also includes analysis of potential concurrency, precedence constraints and performance measures, pipelined and multidimensional systems, instruction set design issues and architectural support for contemporary software structures.",https://ocw.mit.edu/courses/6-004-computation-structures-spring-2017/,MIT OpenCourseware
14,"Automata, Computability, and Complexity","This course provides a challenging introduction to some of the central ideas of theoretical computer science. Beginning in antiquity, the course will progress through finite automata, circuits and decision trees, Turing machines and computability, efficient algorithms and reducibility, the P versus NP problem, NP-completeness, the power of randomness, cryptography and one-way functions, computational learning theory, and quantum computing. It examines the classes of problems that can and cannot be solved by various kinds of machines. It tries to explain the key differences between computational models that affect their power.",https://ocw.mit.edu/courses/6-045j-automata-computability-and-complexity-spring-2011/,MIT OpenCourseware
15,Computation Structures,"6.004 offers an introduction to the engineering of digital systems. Starting with MOS transistors, the course develops a series of building blocks — logic gates, combinational and sequential circuits, finite-state machines, computers and finally complete systems. Both hardware and software mechanisms are explored through a series of design examples.
6.004 is required material for any EECS undergraduate who wants to understand (and ultimately design) digital systems. A good grasp of the material is essential for later courses in digital design, computer architecture and systems. The problem sets and lab exercises are intended to give students “hands-on” experience in designing digital systems; each student completes a gate-level design for a reduced instruction set computer (RISC) processor during the semester.
",https://ocw.mit.edu/courses/6-004-computation-structures-spring-2009/,MIT OpenCourseware
16,Principles of Computer Systems,"6.826 provides an introduction to the basic principles of computer systems, with emphasis on the use of rigorous techniques as an aid to understanding and building modern computing systems. Particular attention is paid to concurrent and distributed systems. Topics covered include: specification and verification, concurrent algorithms, synchronization, naming, networking, replication techniques (including distributed cache management), and principles and algorithms for achieving reliability.",https://ocw.mit.edu/courses/6-826-principles-of-computer-systems-spring-2002/,MIT OpenCourseware
17,Introduction to Computational Thinking,"This is an introductory course on computational thinking. We use the Julia programming language to approach real-world problems in varied areas, applying data analysis and computational and mathematical modeling. In this class you will learn computer science, software, algorithms, applications, and mathematics as an integrated whole. Topics include image analysis, particle dynamics and ray tracing, epidemic propagation, and climate modeling.",https://ocw.mit.edu/courses/18-s191-introduction-to-computational-thinking-fall-2020/,MIT OpenCourseware
18,Biomedical Computing,"Analyzes computational needs of clinical medicine reviews systems and approaches that have been used to support those needs, and the relationship between clinical data and gene and protein measurements. Topics: the nature of clinical data; architecture and design of healthcare information systems; privacy and security issues; medical expertsystems; introduction to bioinformatics. Case studies and guest lectures describe contemporary systems and research projects. Term project using large clinical and genomic data sets integrates classroom topics.",https://ocw.mit.edu/courses/hst-950j-biomedical-computing-fall-2010/,MIT OpenCourseware
19,Computational Functional Genomics,"The course focuses on casting contemporary problems in systems biology and functional genomics in computational terms and providing appropriate tools and methods to solve them. Topics include genome structure and function, transcriptional regulation, and stem cell biology in particular; measurement technologies such as microarrays (expression, protein-DNA interactions, chromatin structure); statistical data analysis, predictive and causal inference, and experiment design. The emphasis is on coupling problem structures (biological questions) with appropriate computational approaches.",https://ocw.mit.edu/courses/7-90j-computational-functional-genomics-spring-2005/,MIT OpenCourseware
20,Introduction to Computational Thinking,"This class uses revolutionary programmable interactivity to combine material from three fields – Computer Science + Mathematics + Applications – creating an engaging, efficient learning solution to prepare students to be sophisticated and intuitive thinkers, programmers, and solution providers for the modern interconnected online world.
Upon completion, students are well trained to be scientific “trilinguals,” seeing and experimenting with mathematics interactively as math is meant to be seen, and ready to participate and contribute to open source development of large projects and ecosystems.
",https://ocw.mit.edu/courses/18-s191-introduction-to-computational-thinking-fall-2022/,MIT OpenCourseware
21,Computer Systems Security,"6.858 Computer Systems Security is a class about the design and implementation of secure computer systems. Lectures cover threat models, attacks that compromise security, and techniques for achieving security, based on recent research papers. Topics include operating system (OS) security, capabilities, information flow control, language security, network protocols, hardware security, and security in web applications.",https://ocw.mit.edu/courses/6-858-computer-systems-security-fall-2014/,MIT OpenCourseware
22,Computer System Engineering,"This class covers topics on the engineering of computer software and hardware systems. Topics include techniques for controlling complexity; strong modularity using client-server design, operating systems; performance, networks; naming; security and privacy; fault-tolerant systems, atomicity and coordination of concurrent activities, and recovery; impact of computer systems on society.",https://ocw.mit.edu/courses/6-033-computer-system-engineering-spring-2018/,MIT OpenCourseware
23,Computer Networks,"How does the global network infrastructure work and what are the design principles on which it is based? In what ways are these design principles compromised in practice? How do we make it work better in today’s world? How do we ensure that it will work well in the future in the face of rapidly growing scale and heterogeneity? And how should Internet applications be written, so they can obtain the best possible performance both for themselves and for others using the infrastructure? These are some issues that are grappled with in this course. The course will focus on the design, implementation, analysis, and evaluation of large-scale networked systems.
Topics include internetworking philosophies, unicast and multicast routing, congestion control, network quality of service, mobile networking, router architectures, network-aware applications, content dissemination systems, network security, and performance issues. Material for the course will be drawn from research papers, industry white papers, and Internet RFCs.
",https://ocw.mit.edu/courses/6-829-computer-networks-fall-2002/,MIT OpenCourseware
24,Medical Computing,"The focus of the course is on medical science and practice in the age of automation and the genome, both present and future.
It ncludes an analysis of the computational needs of clinical medicine, a review systems and approaches that have been used to support those needs, and an examination of new technologies.",https://ocw.mit.edu/courses/hst-950j-medical-computing-spring-2003/,MIT OpenCourseware
25,Computer Language Engineering,"This course analyzes issues associated with the implementation of higher-level programming languages. Topics covered include: fundamental concepts, functions, and structures of compilers, the interaction of theory and practice, and using tools in building software. The course includes a multi-person project on compiler design and implementation.",https://ocw.mit.edu/courses/6-035-computer-language-engineering-spring-2010/,MIT OpenCourseware
26,Computational Evolutionary Biology,"Why has it been easier to develop a vaccine to eliminate polio than to control influenza or AIDS? Has there been natural selection for a ’language gene’? Why are there no animals with wheels? When does ‘maximizing fitness’ lead to evolutionary extinction? How are sex and parasites related? Why don’t snakes eat grass? Why don’t we have eyes in the back of our heads? How does modern genomics illustrate and challenge the field?
This course analyzes evolution from a computational, modeling, and engineering perspective. The course has extensive hands-on laboratory exercises in model-building and analyzing evolutionary data.
",https://ocw.mit.edu/courses/6-877j-computational-evolutionary-biology-fall-2005/,MIT OpenCourseware
27,Algorithms for Computational Biology,"This course is offered to undergraduates and addresses several algorithmic challenges in computational biology. The principles of algorithmic design for biological datasets are studied and existing algorithms analyzed for application to real datasets. Topics covered include: biological sequence analysis, gene identification, regulatory motif discovery, genome assembly, genome duplication and rearrangements, evolutionary theory, clustering algorithms, and scale-free networks.",https://ocw.mit.edu/courses/6-096-algorithms-for-computational-biology-spring-2005/,MIT OpenCourseware
29,Computer Graphics,"This course provides introduction to computer graphics algorithms, software and hardware. Topics include: ray tracing, the graphics pipeline, transformations, texture mapping, shadows, sampling, global illumination, splines, animation and color. This course offers 6 Engineering Design Points in MIT’s EECS program.",https://ocw.mit.edu/courses/6-837-computer-graphics-fall-2012/,MIT OpenCourseware
30,Computational Models of Discourse,"This course is a graduate level introduction to automatic discourse processing. The emphasis will be on methods and models that have applicability to natural language and speech processing.
The class will cover the following topics: discourse structure, models of coherence and cohesion, plan recognition algorithms, and text segmentation. We will study symbolic as well as machine learning methods for discourse analysis. We will also discuss the use of these methods in a variety of applications ranging from dialogue systems to automatic essay writing.
This subject qualifies as an Artificial Intelligence and Applications concentration subject.
",https://ocw.mit.edu/courses/6-892-computational-models-of-discourse-spring-2004/,MIT OpenCourseware
31,Projects in Microscale Engineering for the Life Sciences,"This course is a project-based introduction to manipulating and characterizing cells and biological molecules using microfabricated tools. It is designed for first year undergraduate students. In the first half of the term, students perform laboratory exercises designed to introduce (1) the design, manufacture, and use of microfluidic channels, (2) techniques for sorting and manipulating cells and biomolecules, and (3) making quantitative measurements using optical detection and fluorescent labeling. In the second half of the term, students work in small groups to design and test a microfluidic device to solve a real-world problem of their choosing. Includes exercises in written and oral communication and team building.",https://ocw.mit.edu/courses/hst-410j-projects-in-microscale-engineering-for-the-life-sciences-spring-2007/,MIT OpenCourseware
32,Ethics for Engineers: Artificial Intelligence,"Artificial Intelligence (AI), and the algorithmic judgment at its core, is developing at breakneck speed. This version of the popular Ethics for Engineers course focuses on the ethics issues involved in the latest developments of computer science.",https://ocw.mit.edu/courses/10-01-ethics-for-engineers-artificial-intelligence-spring-2020/,MIT OpenCourseware
33,Structure and Interpretation of Computer Programs,"This course introduces students to the principles of computation. Upon completion of 6.001, students should be able to explain and apply the basic methods from programming languages to analyze computational systems, and to generate computational solutions to abstract problems. Substantial weekly programming assignments are an integral part of the course. This course is worth 4 Engineering Design Points.",https://ocw.mit.edu/courses/6-001-structure-and-interpretation-of-computer-programs-spring-2005/,MIT OpenCourseware
34,Foundations of Computational and Systems Biology,"This course is an introduction to computational biology emphasizing the fundamentals of nucleic acid and protein sequence and structural analysis; it also includes an introduction to the analysis of complex biological systems. Topics covered in the course include principles and methods used for sequence alignment, motif finding, structural modeling, structure prediction and network modeling, as well as currently emerging research areas.",https://ocw.mit.edu/courses/7-91j-foundations-of-computational-and-systems-biology-spring-2014/,MIT OpenCourseware
35,The Art of Approximation in Science and Engineering,"This course teaches simple reasoning techniques for complex phenomena: divide and conquer, dimensional analysis, extreme cases, continuity, scaling, successive approximation, balancing, cheap calculus, and symmetry. Applications are drawn from the physical and biological sciences, mathematics, and engineering. Examples include bird and machine flight, neuron biophysics, weather, prime numbers, and animal locomotion. Emphasis is on low-cost experiments to test ideas and on fostering curiosity about phenomena in the world.",https://ocw.mit.edu/courses/6-055j-the-art-of-approximation-in-science-and-engineering-spring-2008/,MIT OpenCourseware
36,Teaching College-Level Science and Engineering,"This participatory seminar focuses on the knowledge and skills necessary for teaching science and engineering in higher education. It is designed for graduate students interested in an academic career, and anyone else interested in teaching. Students research and present a relevant topic of particular interest. The subject is appropriate for both novices and those with teaching experience.",https://ocw.mit.edu/courses/5-95j-teaching-college-level-science-and-engineering-fall-2015/,MIT OpenCourseware
37,Foundations of Algorithms and Computational Techniques in Systems Biology,"This subject describes and illustrates computational approaches to solving problems in systems biology. A series of case-studies will be explored that demonstrate how an effective match between the statement of a biological problem and the selection of an appropriate algorithm or computational technique can lead to fundamental advances. The subject will cover several discrete and numerical algorithms used in simulation, feature extraction, and optimization for molecular, network, and systems models in biology.",https://ocw.mit.edu/courses/20-482j-foundations-of-algorithms-and-computational-techniques-in-systems-biology-spring-2006/,MIT OpenCourseware
38,Computer System Architecture,6.823 is a course in the department’s “Computer Systems and Architecture” concentration. 6.823 is a study of the evolution of computer architecture and the factors influencing the design of hardware and software elements of computer systems. Topics may include: instruction set design; processor micro-architecture and pipelining; cache and virtual memory organizations; protection and sharing; I/O and interrupts; in-order and out-of-order superscalar architectures; VLIW machines; vector supercomputers; multithreaded architectures; symmetric multiprocessors; and parallel computers.,https://ocw.mit.edu/courses/6-823-computer-system-architecture-fall-2005/,MIT OpenCourseware
39,Quantum Information Science,"This is an advanced graduate course on quantum computation and quantum information, for which prior knowledge of quantum mechanics is required. Topics include quantum computation, advanced quantum error correction codes, fault tolerance, quantum algorithms beyond factoring, properties of quantum entanglement, and quantum protocols and communication complexity.",https://ocw.mit.edu/courses/mas-865j-quantum-information-science-spring-2006/,MIT OpenCourseware
40,Computer Language Engineering (SMA 5502),"6.035 is a course within the department’s “Computer Systems and Architecture” concentration. This course analyzes issues associated with the implementation of high-level programming languages. Topics covered include: fundamental concepts, functions, and structures of compilers, basic program optimization techniques, the interaction of theory and practice, and using tools in building software. The course features a multi-person project on design and implementation of a compiler that is written in Java® and generates MIPS executable machine code. This course is worth 8 Engineering Design Points.
This course was also taught as part of the Singapore-MIT Alliance (SMA) programme as course number SMA 5502 (Computer Language Engineering).
",https://ocw.mit.edu/courses/6-035-computer-language-engineering-sma-5502-fall-2005/,MIT OpenCourseware
41,Teaching College-Level Science and Engineering,"This participatory seminar focuses on the knowledge and skills necessary for teaching science and engineering in higher education. This course is designed for graduate students interested in an academic career, and anyone else interested in teaching. Readings and discussions include: teaching equations for understanding, designing exam and homework questions, incorporating histories of science, creating absorbing lectures, teaching for transfer, the evils of PowerPoint, and planning a course. The subject is appropriate for both novices and those with teaching experience.",https://ocw.mit.edu/courses/5-95j-teaching-college-level-science-and-engineering-spring-2009/,MIT OpenCourseware
42,Distributed Computer Systems Engineering,"This course covers abstractions and implementation techniques for the design of distributed systems. Topics include: server design, network programming, naming, storage systems, security, and fault tolerance. The assigned readings for the course are from current literature. This course is worth 6 Engineering Design Points.",https://ocw.mit.edu/courses/6-824-distributed-computer-systems-engineering-spring-2006/,MIT OpenCourseware
43,Classical Mechanics: A Computational Approach,"We will study the fundamental principles of classical mechanics, with a modern emphasis on the qualitative structure of phase space. We will use computational ideas to formulate the principles of mechanics precisely. Expression in a computational framework encourages clear thinking and active exploration.
We will consider the following topics: the Lagrangian formulation; action, variational principles, and equations of motion; Hamilton’s principle; conserved quantities; rigid bodies and tops; Hamiltonian formulation and canonical equations; surfaces of section; chaos; canonical transformations and generating functions; Liouville’s theorem and Poincaré integral invariants; Poincaré-Birkhoff and KAM theorems; invariant curves and cantori; nonlinear resonances; resonance overlap and transition to chaos; properties of chaotic motion.
Ideas will be illustrated and supported with physical examples. We will make extensive use of computing to capture methods, for simulation, and for symbolic analysis.
",https://ocw.mit.edu/courses/12-620j-classical-mechanics-a-computational-approach-fall-2008/,MIT OpenCourseware
44,Advanced Algorithms,"This is a graduate course on the design and analysis of algorithms, covering several advanced topics not studied in typical introductory courses on algorithms. It is especially designed for doctoral students interested in theoretical computer science.",https://ocw.mit.edu/courses/6-854j-advanced-algorithms-fall-2008/,MIT OpenCourseware
45,Computational Personal Genomics: Making Sense of Complete Genomes,"With the growing availability and lowering costs of genotyping and personal genome sequencing, the focus has shifted from the ability to obtain the sequence to the ability to make sense of the resulting information. This course is aimed at exploring the computational challenges associated with interpreting how sequence differences between individuals lead to phenotypic differences in gene expression, disease predisposition, or response to treatment.",https://ocw.mit.edu/courses/6-881-computational-personal-genomics-making-sense-of-complete-genomes-spring-2016/,MIT OpenCourseware
46,Natural Language and the Computer Representation of Knowledge,"6.863 is a laboratory-oriented course on the theory and practice of building computer systems for human language processing, with an emphasis on the linguistic, cognitive, and engineering foundations for understanding their design.",https://ocw.mit.edu/courses/6-863j-natural-language-and-the-computer-representation-of-knowledge-spring-2003/,MIT OpenCourseware
47,Pervasive Human Centric Computing (SMA 5508),"This course is broad, covering a wide range of topics that have to do with the post-pc era of computing. It is a hands-on project course that also includes some foundational subjects. Students will program iPAQ handheld computers, cell phones (series 60 phones), speech processing, vision, Cricket location systems, GPS, and more. Most of the programming will be using Python®, but Python® can be learned and mastered during the course.
This course was also taught as part of the Singapore-MIT Alliance (SMA) programme as course number SMA 5508 (Pervasive Computing).
",https://ocw.mit.edu/courses/6-883-pervasive-human-centric-computing-sma-5508-spring-2006/,MIT OpenCourseware
48,Cryptography and Cryptanalysis,"This course features a rigorous introduction to modern cryptography, with an emphasis on the fundamental cryptographic primitives of public-key encryption, digital signatures, pseudo-random number generation, and basic protocols and their computational complexity requirements.",https://ocw.mit.edu/courses/6-875-cryptography-and-cryptanalysis-spring-2005/,MIT OpenCourseware
49,Essential Coding Theory,"This course introduces the theory of error-correcting codes to computer scientists. This theory, dating back to the works of Shannon and Hamming from the late 40’s, overflows with theorems, techniques, and notions of interest to theoretical computer scientists. The course will focus on results of asymptotic and algorithmic significance. Principal topics include:

Construction and existence results for error-correcting codes.
Limitations on the combinatorial performance of error-correcting codes.
Decoding algorithms.
Applications in computer science.

",https://ocw.mit.edu/courses/6-895-essential-coding-theory-fall-2004/,MIT OpenCourseware
50,Climate Change Seminar,"This course provides a broad overview of issues related to climate change, with an emphasis on those aspects most relevant to computer scientists. Topics include climate science, climate models and simulations, decision-making under uncertainty, economics, mitigation strategies, adaptation strategies, geoengineering, policy-making, messaging, and politics.The course will culminate in a presentation of a research project which might include a paper, a blog, software etc.",https://ocw.mit.edu/courses/6-s898-climate-change-seminar-fall-2019/,MIT OpenCourseware
51,Information and Entropy,"This course explores the ultimate limits to communication and computation, with an emphasis on the physical nature of information and information processing. Topics include: information and computation, digital signals, codes and compression, applications such as biological representations of information, logic circuits, computer architectures, and algorithmic information, noise, probability, error correction, reversible and irreversible operations, physics of computation, and quantum computation. The concept of entropy is applied to channel capacity and to the second law of thermodynamics.",https://ocw.mit.edu/courses/6-050j-information-and-entropy-spring-2008/,MIT OpenCourseware
52,"Introduction to Computational Thinking with Julia, with Applications to Modeling the COVID-19 Pandemic","This half-semester course introduces computational thinking through applications of data science, artificial intelligence, and mathematical models using the Julia programming language. This Spring 2020 version is a fast-tracked curriculum adaptation to focus on applications to COVID-19 responses.
See the MIT News article Computational Thinking Class Enables Students to Engage in Covid-19 Response
",https://ocw.mit.edu/courses/18-s190-introduction-to-computational-thinking-with-julia-with-applications-to-modeling-the-covid-19-pandemic-spring-2020/,MIT OpenCourseware
53,Advanced Topics in Cryptography,"The topics covered in this course include interactive proofs, zero-knowledge proofs, zero-knowledge proofs of knowledge, non-interactive zero-knowledge proofs, secure protocols, two-party secure computation, multiparty secure computation, and chosen-ciphertext security.",https://ocw.mit.edu/courses/6-876j-advanced-topics-in-cryptography-spring-2003/,MIT OpenCourseware
54,Quantum Complexity Theory,"This course is an introduction to quantum computational complexity theory, the study of the fundamental capabilities and limitations of quantum computers. Topics include complexity classes, lower bounds, communication complexity, proofs, advice, and interactive proof systems in the quantum world. The objective is to bring students to the research frontier.",https://ocw.mit.edu/courses/6-845-quantum-complexity-theory-fall-2010/,MIT OpenCourseware
55,Applied Superconductivity,"This course provides a phenomenological approach to superconductivity, with emphasis on superconducting electronics. Topics include: electrodynamics of superconductors, London’s model, flux quantization, Josephson Junctions, superconducting quantum devices, equivalent circuits, high-speed superconducting electronics, and quantized circuits for quantum computing. The course also provides an overview of type II superconductors, critical magnetic fields, pinning, the critical state model, superconducting materials, and microscopic theory of superconductivity.",https://ocw.mit.edu/courses/6-763-applied-superconductivity-fall-2005/,MIT OpenCourseware
56,Multivariable Control Systems,This course uses computer-aided design methodologies for synthesis of multivariable feedback control systems. Topics covered include: performance and robustness trade-offs; model-based compensators; Q-parameterization; ill-posed optimization problems; dynamic augmentation; linear-quadratic optimization of controllers; H-infinity controller design; Mu-synthesis; model and compensator simplification; and nonlinear effects. The assignments for the course comprise of computer-aided (MATLAB®) design problems.,https://ocw.mit.edu/courses/6-245-multivariable-control-systems-spring-2004/,MIT OpenCourseware
57,Theory of Parallel Hardware (SMA 5511),"6.896 covers mathematical foundations of parallel hardware, from computer arithmetic to physical design, focusing on algorithmic underpinnings. Topics covered include: arithmetic circuits, parallel prefix, systolic arrays, retiming, clocking methodologies, boolean logic, sorting networks, interconnection networks, hypercubic networks, P-completeness, VLSI layout theory, reconfigurable wiring, fat-trees, and area-time complexity.
This course was also taught as part of the Singapore-MIT Alliance (SMA) programme as course number SMA 5511 (Theory of Parallel Hardware).
",https://ocw.mit.edu/courses/6-896-theory-of-parallel-hardware-sma-5511-spring-2004/,MIT OpenCourseware
58,Nonlinear Programming,"6.252J is a course in the department’s “Communication, Control, and Signal Processing” concentration. This course provides a unified analytical and computational approach to nonlinear optimization problems. The topics covered in this course include: unconstrained optimization methods, constrained optimization methods, convex analysis, Lagrangian relaxation, nondifferentiable optimization, and applications in integer programming. There is also a comprehensive treatment of optimality conditions, Lagrange multiplier theory, and duality theory. Throughout the course, applications are drawn from control, communications, power systems, and resource allocation problems.",https://ocw.mit.edu/courses/6-252j-nonlinear-programming-spring-2003/,MIT OpenCourseware
59,Advanced Complexity Theory,"This graduate-level course focuses on current research topics in computational complexity theory. Topics include: Nondeterministic, alternating, probabilistic, and parallel computation models; Boolean circuits; Complexity classes and complete sets; The polynomial-time hierarchy; Interactive proof systems; Relativization; Definitions of randomness; Pseudo-randomness and derandomizations;Interactive proof systems and probabilistically checkable proofs.",https://ocw.mit.edu/courses/18-405j-advanced-complexity-theory-spring-2016/,MIT OpenCourseware
60,Introduction to Algorithms,"This course provides an introduction to mathematical modeling of computational problems. It covers the common algorithms, algorithmic paradigms, and data structures used to solve these problems. The course emphasizes the relationship between algorithms and programming, and introduces basic performance measures and analysis techniques for these problems.",https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-spring-2008/,MIT OpenCourseware
61,Design and Analysis of Algorithms,"Techniques for the design and analysis of efficient algorithms, emphasizing methods useful in practice. Topics include sorting; search trees, heaps, and hashing; divide-and-conquer; dynamic programming; greedy algorithms; amortized analysis; graph algorithms; and shortest paths. Advanced topics may include network flow, computational geometry, number-theoretic algorithms, polynomial and matrix calculations, caching, and parallel computing.",https://ocw.mit.edu/courses/6-046j-design-and-analysis-of-algorithms-spring-2012/,MIT OpenCourseware
62,A Gentle Introduction to Programming Using Python,"This course will provide a gentle introduction to programming using Python™ for highly motivated students with little or no prior experience in programming computers. The course will focus on planning and organizing programs, as well as the grammar of the Python programming language. Lectures will be interactive featuring in-class exercises with lots of support from the course staff.
This course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.
",https://ocw.mit.edu/courses/6-189-a-gentle-introduction-to-programming-using-python-january-iap-2008/,MIT OpenCourseware
